time,water_temperature,salinity,turbidity,ph,oxygen,ammonia
2475,2020-10-01T18:55:00Z,27.4,34.4,4.77,8.16,6.73,0.87
2476,2020-10-01T19:20:00Z,26.8,34.2,9.23,8.08,6.55,1.82
2477,2020-10-01T19:40:00Z,27.9,34.9,6.6,8.21,6.96,1.52
2478,2020-10-13T17:50:00Z,27.2,33.4,2.69,8.1,5.82,4.24
2479,2020-10-13T18:07:00Z,25.9,31.9,15.27,8.05,6.18,3.52
2480,2020-10-13T18:25:00Z,27.2,34.0,4.68,8.07,5.33,7.06
2481,2020-10-13T18:45:00Z,26.9,34.1,7.57,8.1,6.29,4.36
2482,2020-10-13T19:02:00Z,27.8,32.0,5.32,8.08,6.18,3.99
2483,2020-10-14T18:00:00Z,27.0,35.0,1.43,8.12,6.65,5.04
2484,2020-10-14T18:21:00Z,27.5,35.2,0.63,8.13,6.68,3.19
2485,2020-10-14T18:37:00Z,27.4,34.6,1.7,8.09,6.55,3.44
2486,2020-10-14T18:59:00Z,27.6,34.3,0.84,8.11,6.49,6.36
2487,2020-10-14T19:18:00Z,27.6,34.8,1.1,8.14,7.58,5.54
2488,2020-10-14T19:38:00Z,27.6,34.6,1.28,8.11,6.81,5.21
2489,2020-10-15T17:50:00Z,26.9,34.4,1.83,8.11,6.3,7.98
2490,2020-10-15T18:10:00Z,27.1,33.1,1.64,8.05,7.0,5.56
2491,2020-10-15T18:28:00Z,27.0,34.4,4.27,8.1,6.85,3.43
2492,2020-10-15T18:52:00Z,27.5,34.9,1.22,8.14,6.74,1.28
2493,2020-10-15T19:12:00Z,28.0,34.4,2.58,8.09,6.54,1.0
2494,2020-10-20T18:10:00Z,27.0,35.1,1.46,8.08,6.3,8.92
2495,2020-10-20T18:51:00Z,27.3,35.0,4.87,8.11,6.25,2.64
2496,2020-10-20T19:21:00Z,26.9,34.9,4.05,8.05,6.34,7.35
2497,2020-10-20T19:55:00Z,27.7,34.8,1.68,8.13,6.35,6.93
2498,2020-10-20T20:15:00Z,27.7,35.0,1.54,8.17,6.59,2.66
2499,2020-10-20T20:40:00Z,27.9,34.9,3.66,8.17,6.41,2.75
2500,2020-10-21T18:15:00Z,27.0,33.8,4.56,8.08,6.31,3.54
2501,2020-10-21T18:36:00Z,26.9,34.9,11.67,8.08,6.3,1.59
2502,2020-10-21T18:55:00Z,26.8,34.4,15.2,8.05,6.11,3.84
2503,2020-10-21T19:24:00Z,27.7,35.0,2.9,8.05,6.05,1.1
2504,2020-10-21T19:39:00Z,27.9,35.0,4.52,8.09,6.24,0.28
2505,2020-10-22T18:00:00Z,25.4,34.9,0.44,8.13,6.21,2.2
2506,2020-10-22T18:35:00Z,26.5,35.0,0.75,8.13,6.52,0.59
2507,2020-10-22T18:55:00Z,27.0,35.0,1.6,8.1,6.41,5.63
2508,2020-10-22T19:15:00Z,26.9,34.7,8.48,8.04,5.91,1.45
2509,2020-10-22T19:30:00Z,27.3,34.5,9.4,8.03,6.14,0.44
2510,2020-11-03T17:47:00Z,27.0,34.9,2.28,8.11,5.82,2.47
2511,2020-11-03T18:07:00Z,26.4,33.1,22.3,8.04,5.96,0.93
2512,2020-11-03T18:18:00Z,27.4,34.3,3.46,8.12,5.19,2.38
2513,2020-11-03T18:36:00Z,27.5,34.4,3.18,8.08,5.98,4.54
2514,2020-11-03T18:52:00Z,27.2,34.0,3.18,8.09,5.79,41.91
2515,2020-11-04T17:54:00Z,27.1,35.1,0.86,8.12,6.54,0.49
2516,2020-11-04T18:14:00Z,27.3,35.2,0.68,8.11,6.45,6.82
2517,2020-11-04T18:28:00Z,27.2,35.1,0.92,8.13,6.53,0.61
2518,2020-11-04T18:50:00Z,27.2,35.2,0.47,8.13,6.33,1.35
2519,2020-11-04T19:12:00Z,26.9,35.0,1.14,8.03,6.74,2.75
2520,2020-11-04T19:30:00Z,27.2,34.8,1.56,8.06,6.37,3.37
2521,2020-11-05T17:51:00Z,26.7,34.7,1.08,8.11,6.02,5.64
2522,2020-11-05T18:09:00Z,26.8,34.6,8.96,8.05,6.53,4.45
2523,2020-11-05T18:26:00Z,27.0,34.7,11.87,8.1,6.48,4.08
2524,2020-11-05T18:46:00Z,27.1,35.1,1.58,8.14,6.55,0.28
2525,2020-11-05T19:00:00Z,27.7,35.0,3.43,8.13,6.39,2.64
2526,2020-11-10T18:16:00Z,25.3,34.1,2.14,8.06,6.56,3.47
2527,2020-11-10T18:44:00Z,25.9,33.0,3.62,8.15,6.55,2.4
2528,2020-11-10T19:10:00Z,25.7,34.6,1.81,8.12,6.74,0.28
2529,2020-11-10T19:37:00Z,26.7,35.0,1.47,8.12,6.71,0.28
2530,2020-11-10T20:00:00Z,26.9,34.5,0.88,8.18,6.77,2.51
2531,2020-11-10T20:17:00Z,27.2,34.5,1.87,8.16,6.43,0.28
2532,2020-11-11T18:11:00Z,26.0,32.6,1.37,7.98,5.66,2.18
2533,2020-11-11T18:30:00Z,26.1,34.2,3.85,8.03,5.83,3.51
2534,2020-11-11T18:48:00Z,26.1,34.2,6.89,8.05,5.95,5.51
2535,2020-11-11T19:15:00Z,26.0,35.0,1.36,8.06,6.53,1.97
2536,2020-11-11T19:32:00Z,25.7,35.0,1.06,8.07,6.22,0.68
2537,2020-11-11T19:46:00Z,25.8,34.5,13.77,8.1,6.62,0.41
2538,2020-11-12T17:55:00Z,24.9,33.8,0.93,8.11,6.34,1.79
2539,2020-11-12T18:25:00Z,25.3,34.7,0.86,8.14,6.72,0.28
2540,2020-11-12T18:46:00Z,25.3,33.6,1.19,8.07,6.59,1.11
2541,2020-11-12T19:06:00Z,25.3,34.2,6.22,8.08,6.48,1.14
2542,2020-11-12T19:24:00Z,24.8,34.2,7.42,8.04,6.55,0.4
2543,2020-11-17T17:58:00Z,25.7,35.4,2.04,8.11,6.22,3.81
2544,2020-11-17T18:12:00Z,24.6,33.1,23.5,8.02,6.49,2.95
2545,2020-11-17T18:33:00Z,25.6,34.4,2.95,8.1,6.38,2.69
2546,2020-11-17T18:48:00Z,26.3,35.0,4.36,8.13,6.56,3.23
2547,2020-11-17T19:07:00Z,26.5,34.4,2.84,8.11,6.26,21.31
2548,2020-11-18T17:55:00Z,26.0,35.5,0.92,8.11,6.63,0.51
2549,2020-11-18T18:14:00Z,26.2,35.5,0.55,8.12,6.51,3.6
2550,2020-11-18T18:43:00Z,26.3,35.5,0.83,8.13,6.54,
2551,2020-11-18T19:17:00Z,26.2,35.4,0.61,8.13,6.43,1.88
2552,2020-11-18T19:27:00Z,26.1,35.2,0.85,8.0,6.12,5.45
2553,2020-11-18T19:50:00Z,26.3,35.3,1.47,8.1,6.5,6.56
2554,2020-11-19T17:45:00Z,25.1,34.7,0.75,8.1,6.14,14.86
2555,2020-11-19T18:05:00Z,24.9,34.8,7.76,8.07,6.67,2.63
2556,2020-11-19T18:30:00Z,25.4,34.9,2.06,8.11,6.33,3.58
2557,2020-11-19T18:56:00Z,25.6,35.5,0.85,8.11,6.64,0.85
2558,2020-11-19T19:17:00Z,26.6,35.2,0.55,8.11,6.55,3.15
2559,2020-12-01T18:17:00Z,24.9,35.2,1.04,8.13,6.82,1.54
2560,2020-12-01T18:50:00Z,25.3,34.4,11.7,8.11,6.76,1.04
2561,2020-12-01T19:14:00Z,25.4,35.0,3.24,8.15,6.8,0.38
2562,2020-12-01T19:38:00Z,25.9,35.1,1.86,8.16,6.61,0.75
2563,2020-12-01T20:15:00Z,26.3,33.3,1.29,8.18,6.93,3.32
2564,2020-12-01T20:21:00Z,26.3,34.3,1.44,8.18,6.61,0.59
2565,2020-12-02T18:21:00Z,25.2,34.7,3.13,8.13,6.68,11.85
2566,2020-12-02T18:45:00Z,24.9,34.8,14.33,8.13,6.69,0.28
2567,2020-12-02T19:02:00Z,25.0,34.6,15.37,8.08,6.07,2.41
2568,2020-12-02T19:31:00Z,25.3,35.1,1.75,8.09,6.49,0.97
2569,2020-12-02T19:47:00Z,25.8,35.0,1.09,8.1,6.38,0.49
2570,2020-12-02T20:02:00Z,26.4,35.2,8.7,8.16,6.81,0.28
2571,2020-12-03T17:56:00Z,24.5,35.2,42.57,8.1,6.67,2.75
2572,2020-12-03T18:30:00Z,25.5,35.4,1.72,8.15,6.8,0.84
2573,2020-12-03T18:48:00Z,25.8,35.2,3.69,8.15,6.86,1.18
2574,2020-12-03T19:11:00Z,25.0,34.9,15.83,8.08,6.66,2.49
2575,2020-12-03T19:25:00Z,25.6,35.1,6.15,8.13,6.9,0.28
2576,2020-12-08T17:50:00Z,25.5,34.3,1.2,8.11,5.76,4.6
2577,2020-12-08T18:15:00Z,24.3,32.3,18.07,8.08,5.95,12.9
2578,2020-12-08T18:36:00Z,25.5,34.4,5.51,8.1,5.98,6.02
2579,2020-12-08T18:54:00Z,25.5,34.5,5.56,8.09,6.3,4.27
2580,2020-12-08T19:10:00Z,26.2,34.5,3.36,8.12,5.94,32.92
2581,2020-12-09T17:57:00Z,25.4,35.2,1.49,8.15,6.72,1.05
2582,2020-12-09T18:20:00Z,25.9,35.4,0.62,8.14,6.62,1.68
2583,2020-12-09T18:37:00Z,25.8,35.3,1.46,8.12,6.71,1.58
2584,2020-12-09T19:02:00Z,25.7,35.2,1.02,8.15,6.55,0.28
2585,2020-12-09T19:23:00Z,25.9,35.2,1.7,8.14,7.12,2.15
2586,2020-12-09T19:41:00Z,26.1,35.2,1.07,8.14,6.61,2.83
2587,2020-12-10T18:00:00Z,25.5,35.1,0.98,8.12,5.93,5.63
2588,2020-12-10T18:15:00Z,25.4,33.8,4.47,8.03,6.52,4.29
2589,2020-12-10T18:30:00Z,25.7,34.4,8.0,8.11,6.4,9.4
2590,2020-12-10T18:51:00Z,25.8,35.4,0.61,8.16,6.68,0.28
2591,2020-12-10T19:12:00Z,26.6,34.8,1.56,8.12,6.37,13.07
2592,2020-12-15T18:16:00Z,25.3,35.1,1.36,8.08,6.65,2.69
2593,2020-12-15T18:43:00Z,25.2,34.6,5.34,8.1,6.59,2.96
2594,2020-12-15T19:03:00Z,25.4,35.0,2.83,8.1,6.58,1.1
2595,2020-12-15T19:25:00Z,25.9,34.4,2.51,8.11,6.57,0.74
2596,2020-12-15T19:50:00Z,25.9,34.4,1.66,8.13,6.7,1.43
2597,2020-12-15T20:10:00Z,26.1,34.0,3.46,8.13,6.61,0.74
2598,2020-12-16T18:18:00Z,25.4,34.1,9.65,8.04,6.13,1.68
2599,2020-12-16T18:38:00Z,25.5,34.6,12.43,8.03,5.99,3.27
2600,2020-12-16T18:53:00Z,25.9,34.7,9.58,8.02,5.6,1.43
2601,2020-12-16T19:25:00Z,25.7,35.0,2.59,8.0,5.97,2.54
2602,2020-12-16T19:36:00Z,25.7,35.0,1.21,8.06,6.06,0.87
2603,2020-12-16T19:58:00Z,26.6,35.0,11.53,8.11,6.67,0.28
2604,2020-12-17T18:05:00Z,24.9,34.8,8.66,8.12,6.41,1.61
2605,2020-12-17T18:45:00Z,25.3,35.1,1.32,8.14,6.71,0.28
2606,2020-12-17T19:05:00Z,25.4,35.0,2.46,8.11,6.7,1.5
2607,2020-12-17T19:24:00Z,25.3,34.7,9.01,8.08,6.51,1.06
2608,2020-12-17T19:40:00Z,25.5,34.7,7.03,8.12,6.73,1.17
2609,2021-01-05T17:58:00Z,25.5,34.9,0.72,8.08,5.57,2.47
2610,2021-01-05T18:12:00Z,24.1,32.9,12.57,8.12,6.3,3.43
2611,2021-01-05T18:30:00Z,24.8,34.3,3.25,8.1,6.22,2.68
2612,2021-01-05T18:45:00Z,25.0,34.8,6.79,8.14,6.42,5.93
2613,2021-01-05T18:57:00Z,25.8,34.6,0.85,8.11,6.01,46.9
2614,2021-01-06T18:03:00Z,24.8,35.5,0.89,8.1,6.7,1.94
2615,2021-01-06T18:23:00Z,25.1,35.5,1.38,8.11,6.64,0.68
2616,2021-01-06T18:39:00Z,25.5,35.5,0.97,8.12,6.69,4.19
2617,2021-01-06T19:05:00Z,25.3,35.4,1.39,8.15,6.8,1.01
2618,2021-01-06T19:27:00Z,25.2,35.4,0.69,8.05,6.9,4.22
2619,2021-01-06T19:50:00Z,25.3,35.6,1.14,8.09,6.35,4.75
2620,2021-01-07T17:55:00Z,24.2,34.9,1.24,8.11,6.19,6.93
2621,2021-01-07T18:20:00Z,24.1,33.6,1.83,8.03,6.75,4.93
2622,2021-01-07T18:40:00Z,24.6,34.6,2.45,8.11,6.5,3.32
2623,2021-01-07T19:05:00Z,24.7,35.6,0.45,8.18,6.8,1.76
2624,2021-01-07T19:20:00Z,25.6,34.8,0.65,8.14,6.66,0.91
2625,2021-01-12T18:18:00Z,24.9,35.3,2.79,8.14,6.85,1.65
2626,2021-01-12T18:45:00Z,24.8,34.6,10.16,8.14,6.88,3.17
2627,2021-01-12T19:15:00Z,25.6,35.4,2.97,8.19,6.84,0.95
2628,2021-01-12T19:40:00Z,25.3,35.3,4.96,8.17,6.7,1.33
2629,2021-01-12T20:10:00Z,25.8,33.6,1.72,8.18,6.87,3.91
2630,2021-01-12T20:25:00Z,25.5,31.7,0.73,8.18,6.95,0.54
2631,2021-01-13T18:09:00Z,25.1,35.4,3.01,8.15,6.57,0.31
2632,2021-01-13T18:33:00Z,25.0,34.8,10.09,8.13,6.49,0.28
2633,2021-01-13T18:55:00Z,25.3,34.6,14.37,8.1,6.21,2.26
2634,2021-01-13T19:27:00Z,26.0,35.0,4.46,8.08,6.39,0.95
2635,2021-01-13T19:43:00Z,25.8,35.3,7.02,8.13,6.79,0.28
2636,2021-01-14T18:05:00Z,24.5,35.2,87.47,8.16,6.9,0.33
2637,2021-01-14T18:40:00Z,25.3,35.4,2.32,8.18,6.92,0.28
2638,2021-01-14T19:02:00Z,25.4,35.4,11.77,8.18,6.88,1.09
2639,2021-01-14T19:26:00Z,25.0,34.8,40.3,8.14,6.92,1.18
2640,2021-01-14T19:40:00Z,25.6,35.3,9.68,8.22,7.11,0.49
2641,2021-01-26T17:57:00Z,24.5,33.7,6.34,8.16,6.74,3.33
2642,2021-01-26T18:19:00Z,24.3,33.5,12.0,8.06,6.45,3.36
2643,2021-01-26T18:36:00Z,24.5,34.1,6.65,8.06,6.09,3.35
2644,2021-01-26T18:55:00Z,24.7,34.9,6.22,8.1,6.61,5.1
2645,2021-01-27T18:31:00Z,25.1,33.3,3.19,8.09,6.41,23.88
2646,2021-01-27T19:07:00Z,25.2,35.3,0.99,8.16,6.66,2.25
2647,2021-01-27T19:31:00Z,25.1,35.3,1.51,8.12,7.24,1.82
2648,2021-01-27T19:55:00Z,25.2,34.6,1.99,8.1,6.65,1.87
2649,2021-01-28T17:50:00Z,23.3,34.8,2.28,8.13,6.38,6.92
2650,2021-01-28T18:10:00Z,23.0,34.4,8.07,8.08,6.94,3.32
2651,2021-01-28T18:30:00Z,23.3,35.0,5.29,8.13,6.86,1.69
2652,2021-01-28T18:50:00Z,23.9,35.4,1.07,8.18,6.89,1.62
2653,2021-01-28T19:10:00Z,25.3,34.8,1.68,8.15,6.55,0.92
2654,2021-02-03T20:39:00Z,23.6,33.4,2.81,8.17,6.64,1.91
2655,2021-02-03T21:19:00Z,24.6,35.2,0.43,8.17,6.74,0.74
2656,2021-02-03T21:42:00Z,24.2,34.9,1.77,8.15,6.68,3.38
2657,2021-02-03T22:04:00Z,24.5,34.2,0.54,8.24,7.11,2.05
2658,2021-02-03T22:26:00Z,24.4,34.0,7.21,8.2,6.8,0.98
2659,2021-02-03T22:43:00Z,24.3,34.0,12.73,8.19,6.83,1.88
2660,2021-02-03T23:03:00Z,24.3,30.6,5.03,8.22,6.96,2.46
2661,2021-02-03T23:20:00Z,24.8,34.7,2.72,8.2,6.72,0.8
2662,2021-02-03T23:39:00Z,24.4,34.6,2.27,8.19,6.73,0.28
2663,2021-02-04T00:05:00Z,24.3,33.4,5.49,8.16,6.76,2.21
2664,2021-02-04T00:25:00Z,24.5,33.4,4.56,8.18,6.78,1.47
2665,2021-02-04T18:19:00Z,23.2,34.8,4.31,8.1,6.75,1.69
2666,2021-02-04T18:44:00Z,23.4,34.4,19.77,8.1,6.78,2.06
2667,2021-02-04T19:03:00Z,22.7,33.9,18.07,8.1,6.79,7.37
2668,2021-02-04T19:35:00Z,23.6,34.6,2.32,8.05,6.43,2.1
2669,2021-02-04T20:01:00Z,23.9,34.9,17.7,8.1,6.78,3.44
2670,2021-02-16T17:55:00Z,24.9,35.2,4.38,8.09,6.48,1.21
2671,2021-02-16T18:20:00Z,25.3,35.4,16.17,8.09,6.5,2.46
2672,2021-02-16T18:39:00Z,25.2,34.9,6.0,8.09,6.5,1.28
2673,2021-02-16T19:07:00Z,25.3,35.5,11.4,8.12,6.62,2.7
2674,2021-02-17T18:41:00Z,24.5,34.1,3.88,8.1,6.78,2.89
2675,2021-02-17T19:21:00Z,24.9,35.3,2.29,8.15,6.82,0.28
2676,2021-02-17T19:47:00Z,24.9,35.3,1.04,8.08,6.91,0.72
2677,2021-02-17T20:06:00Z,25.0,35.0,2.55,8.09,6.67,3.79
2678,2021-02-18T17:50:00Z,24.2,34.9,2.1,8.13,6.37,6.4
2679,2021-02-18T18:10:00Z,24.4,34.4,4.95,8.07,6.89,4.11
2680,2021-02-18T18:30:00Z,24.6,34.5,5.86,8.1,6.62,1.62
2681,2021-02-18T18:50:00Z,24.1,35.5,1.55,8.16,6.88,1.28
2682,2021-02-18T19:10:00Z,25.1,35.0,1.54,8.15,6.75,0.34
2683,2021-02-23T18:20:00Z,24.2,34.1,1.4,8.07,6.6,2.02
2684,2021-02-23T18:44:00Z,24.2,33.7,2.65,8.11,6.42,2.35
2685,2021-02-23T19:05:00Z,23.5,34.5,1.6,8.1,6.72,0.57
2686,2021-02-23T19:21:00Z,24.2,34.9,1.0,8.17,6.71,1.55
2687,2021-02-23T19:43:00Z,25.0,32.8,1.11,8.18,6.9,1.27
2688,2021-02-23T20:01:00Z,25.1,33.6,1.48,8.16,6.68,0.98
2689,2021-02-24T18:13:00Z,24.4,33.9,6.14,8.09,6.06,1.46
2690,2021-02-24T18:37:00Z,24.4,33.4,5.24,8.08,5.86,1.3
2691,2021-02-24T18:57:00Z,24.6,33.4,7.71,8.07,5.84,4.42
2692,2021-02-24T19:26:00Z,24.1,34.7,1.58,8.1,6.49,0.87
2693,2021-02-24T19:45:00Z,24.8,34.8,6.17,8.16,6.84,2.03
2694,2021-02-25T18:00:00Z,23.3,34.6,2.14,8.13,6.38,4.5
2695,2021-02-25T18:35:00Z,24.1,34.9,1.25,8.16,6.8,0.28
2696,2021-02-25T18:55:00Z,23.9,34.3,1.84,8.11,6.64,1.62
2697,2021-02-25T19:20:00Z,23.8,34.2,6.36,8.1,6.6,1.2
2698,2021-02-25T19:35:00Z,24.0,33.9,7.41,8.16,6.94,0.28
2699,2021-03-09T18:02:00Z,24.0,33.5,1.26,8.16,6.33,8.76
2700,2021-03-09T18:23:00Z,23.7,32.3,10.71,8.08,5.93,2.17
2701,2021-03-09T18:40:00Z,24.4,33.8,5.59,8.13,5.83,1.08
2702,2021-03-09T18:57:00Z,24.5,34.4,6.56,8.13,6.47,3.44
2703,2021-03-10T18:40:00Z,25.0,31.9,1.83,8.06,6.06,35.7
2704,2021-03-10T19:10:00Z,24.3,35.3,0.53,8.16,6.67,0.63
2705,2021-03-10T19:30:00Z,25.0,34.9,1.36,8.17,7.62,12.24
2706,2021-03-10T19:48:00Z,25.4,35.0,1.38,8.14,6.75,10.52
2707,2021-03-11T17:45:00Z,24.4,34.9,0.5,8.14,6.25,18.15
2708,2021-03-11T18:05:00Z,24.5,33.8,2.51,8.07,6.84,4.43
2709,2021-03-11T18:20:00Z,24.7,34.4,3.23,8.2,6.64,4.76
2710,2021-03-11T18:40:00Z,24.7,35.5,0.58,8.17,6.82,
2711,2021-03-11T19:00:00Z,25.3,34.7,0.65,8.14,6.67,0.64
2712,2021-03-16T18:14:00Z,24.6,34.8,2.13,8.19,6.9,0.45
2713,2021-03-16T18:40:00Z,24.4,32.9,17.0,8.14,6.98,1.34
2714,2021-03-16T19:02:00Z,24.5,34.5,3.77,8.18,6.95,0.28
2715,2021-03-16T19:18:00Z,24.8,34.8,3.96,8.16,6.87,2.57
2716,2021-03-16T19:41:00Z,24.6,33.0,2.17,8.18,6.97,1.45
2717,2021-03-16T20:00:00Z,24.5,33.3,1.86,8.2,6.94,0.28
2718,2021-03-17T18:13:00Z,23.9,34.1,4.27,8.06,6.33,0.32
2719,2021-03-17T18:39:00Z,24.4,33.9,7.97,8.07,6.09,3.43
2720,2021-03-17T18:55:00Z,24.8,33.9,14.73,8.08,6.04,3.89
2721,2021-03-17T19:20:00Z,25.0,34.6,1.78,8.07,6.31,0.71
2722,2021-03-17T19:39:00Z,24.2,34.1,21.5,8.11,6.87,1.19
2723,2021-03-18T18:00:00Z,22.5,28.2,192.33,8.11,6.98,0.81
2724,2021-03-18T18:40:00Z,23.6,34.9,1.9,8.17,7.03,0.48
2725,2021-03-18T19:00:00Z,23.7,34.5,2.22,8.15,6.99,2.21
2726,2021-03-18T19:30:00Z,23.6,33.4,16.23,8.14,7.15,1.83
2727,2021-03-18T19:45:00Z,24.3,33.7,16.1,8.24,7.57,4.37
2728,2021-03-30T17:57:00Z,24.7,33.5,10.97,8.12,6.6,2.28
2729,2021-03-30T18:15:00Z,24.7,34.4,19.5,8.07,6.58,3.15
2730,2021-03-30T18:32:00Z,25.3,33.8,21.77,8.07,6.29,4.87
2731,2021-03-30T18:50:00Z,25.1,35.2,4.55,8.14,6.67,3.98
2732,2021-03-31T18:37:00Z,25.4,32.4,4.59,8.1,6.72,7.95
2733,2021-03-31T19:08:00Z,25.4,34.3,2.75,8.13,6.86,3.49
2734,2021-03-31T19:33:00Z,25.1,35.3,1.45,8.13,7.24,3.53
2735,2021-03-31T19:52:00Z,25.4,34.5,2.1,8.11,6.84,3.52
2736,2021-04-01T17:45:00Z,24.1,34.7,1.67,8.13,6.43,7.64
2737,2021-04-01T18:00:00Z,24.2,34.1,2.3,8.09,7.15,4.36
2738,2021-04-01T18:20:00Z,24.4,35.0,6.06,8.13,6.89,1.87
2739,2021-04-01T18:40:00Z,24.5,35.1,1.83,8.17,6.87,2.48
2740,2021-04-01T19:00:00Z,25.2,34.6,10.37,8.14,6.84,1.31
2741,2021-04-06T18:20:00Z,23.5,34.8,1.53,8.11,6.96,0.5
2742,2021-04-06T18:44:00Z,23.0,32.9,10.26,8.09,7.03,1.4
2743,2021-04-06T19:03:00Z,22.9,32.4,5.07,8.16,7.05,0.28
2744,2021-04-06T19:25:00Z,23.5,34.4,6.66,8.16,6.9,2.32
2745,2021-04-06T19:54:00Z,24.6,33.5,1.17,8.17,6.81,0.62
2746,2021-04-06T20:14:00Z,24.9,34.1,0.59,8.18,6.68,0.29
2747,2021-04-07T18:18:00Z,24.2,34.0,1.48,8.09,6.32,0.79
2748,2021-04-07T18:43:00Z,24.0,34.4,3.48,8.13,6.27,5.61
2749,2021-04-07T19:02:00Z,23.9,34.1,4.35,8.12,6.36,0.65
2750,2021-04-07T19:33:00Z,23.5,34.8,1.1,8.12,6.6,1.14
2751,2021-04-07T19:52:00Z,24.2,34.7,2.47,8.2,6.95,0.28
2752,2021-04-08T18:00:00Z,22.7,29.7,47.63,8.12,6.81,22.47
2753,2021-04-08T18:35:00Z,23.6,35.0,0.94,8.16,6.89,1.07
2754,2021-04-08T18:55:00Z,23.9,34.2,3.09,8.14,6.84,2.86
2755,2021-04-08T19:15:00Z,23.5,33.7,15.17,8.11,6.96,1.63
2756,2021-04-08T19:35:00Z,24.1,34.2,5.14,8.21,7.19,0.28
2757,2021-04-20T17:55:00Z,25.5,33.7,2.46,8.11,5.8,3.39
2758,2021-04-20T18:15:00Z,26.0,32.8,7.37,8.11,5.64,4.02
2759,2021-04-20T18:35:00Z,26.2,31.8,4.5,8.12,6.12,5.55
2760,2021-04-20T18:50:00Z,26.2,34.8,5.61,8.13,6.25,6.51
2761,2021-04-21T18:35:00Z,25.8,31.2,2.13,8.07,6.23,24.51
2762,2021-04-21T19:19:00Z,25.4,35.0,0.55,8.13,6.34,7.21
2763,2021-04-21T19:38:00Z,25.1,34.7,0.98,8.08,6.88,1.09
2764,2021-04-21T20:00:00Z,25.1,34.6,0.72,8.1,6.48,8.29
2765,2021-04-22T17:45:00Z,24.8,35.1,1.09,8.14,6.25,7.88
2766,2021-04-22T18:05:00Z,25.1,31.8,2.87,8.08,7.76,9.01
2767,2021-04-22T18:20:00Z,25.1,34.2,7.56,8.11,6.7,3.1
2768,2021-04-22T18:45:00Z,25.1,35.7,0.7,8.16,6.7,3.7
2769,2021-04-22T19:05:00Z,25.9,34.3,3.16,8.12,6.6,0.93
2770,2021-04-27T18:15:00Z,25.0,33.7,0.95,8.08,6.91,2.8
2771,2021-04-27T18:40:00Z,25.0,32.1,1.05,8.1,6.79,4.16
2772,2021-04-27T19:03:00Z,25.2,34.4,1.37,8.08,6.82,2.56
2773,2021-04-27T19:21:00Z,25.7,34.4,2.03,8.11,6.69,2.13
2774,2021-04-27T19:52:00Z,25.6,32.5,2.12,8.12,6.89,1.71
2775,2021-04-27T20:12:00Z,25.7,33.3,1.26,8.12,6.76,0.28
2776,2021-04-28T18:15:00Z,24.8,34.5,2.27,8.05,6.21,5.47
2777,2021-04-28T18:38:00Z,25.2,34.6,3.35,8.03,5.64,1.68
2778,2021-04-28T18:56:00Z,25.5,34.6,7.59,8.02,5.84,3.78
2779,2021-04-28T19:23:00Z,26.4,34.5,3.86,8.04,6.52,5.44
2780,2021-04-28T19:41:00Z,26.1,35.2,3.28,8.12,6.76,1.94
2781,2021-04-29T17:58:00Z,24.3,33.4,18.0,8.04,6.5,2.56
2782,2021-04-29T18:35:00Z,24.8,35.0,2.12,8.13,6.91,1.03
2783,2021-04-29T19:05:00Z,25.0,33.6,2.9,8.05,6.71,1.22
2784,2021-04-29T19:28:00Z,25.3,34.2,8.66,8.04,6.52,8.09
2785,2021-04-29T19:45:00Z,25.7,34.2,5.31,8.03,6.67,2.43
2786,2021-05-11T18:01:00Z,25.3,33.1,2.13,8.09,6.07,2.97
2787,2021-05-11T18:13:00Z,25.1,31.1,9.11,8.06,6.2,4.13
2788,2021-05-11T18:30:00Z,25.9,32.9,4.2,8.09,5.97,13.06
2789,2021-05-11T18:47:00Z,25.9,34.9,6.45,8.11,6.61,5.01
2790,2021-05-12T18:37:00Z,25.9,32.1,2.5,8.08,6.62,5.68
2791,2021-05-12T19:10:00Z,25.8,34.2,1.19,8.09,6.64,0.94
2792,2021-05-12T19:34:00Z,25.5,35.1,1.4,8.12,7.51,4.35
2793,2021-05-12T19:49:00Z,25.2,34.8,1.56,8.05,6.7,7.51
2794,2021-05-13T17:45:00Z,24.1,34.7,2.94,8.08,6.37,8.2
2795,2021-05-13T18:05:00Z,24.3,32.6,4.5,8.1,7.95,7.85
2796,2021-05-13T18:20:00Z,24.4,34.5,2.36,8.1,7.0,3.95
2797,2021-05-13T18:45:00Z,24.6,35.5,0.84,8.15,6.93,5.03
2798,2021-05-13T19:05:00Z,25.4,34.7,1.0,8.11,6.73,2.65
2799,2021-05-18T18:17:00Z,24.3,34.4,1.63,8.14,6.79,2.98
2800,2021-05-18T18:42:00Z,24.7,31.6,1.57,8.15,6.62,6.05
2801,2021-05-18T19:05:00Z,24.3,34.5,2.14,8.13,6.8,0.58
2802,2021-05-18T19:28:00Z,24.8,34.8,2.14,8.14,6.59,0.39
2803,2021-05-18T20:03:00Z,25.4,33.2,0.68,8.18,6.98,2.65
2804,2021-05-18T20:25:00Z,25.9,32.7,1.03,8.15,6.58,2.99
2805,2021-05-19T18:12:00Z,24.4,33.5,1.96,8.03,6.06,1.73
2806,2021-05-19T18:37:00Z,24.6,34.4,4.01,8.05,5.71,0.99
